"Item Type","Product ID","Product SKU"
"  SKU",212605,1-01285
"  SKU",212606,1-01286
"  SKU",212607,1-01287
"  SKU",212608,1-01296
"  SKU",212609,1-01297
"  SKU",212610,1-01298
"  SKU",212611,1-01299
"  SKU",212612,1-01324
"  SKU",212613,1-01325
"  Rule",323283,1-01281
"  Rule",323284,1-01282
"  Rule",323285,1-01283
"  Rule",323286,1-01284
"  Rule",323287,1-01285
"  Rule",323288,1-01286
"  Rule",323289,1-01287
"  Rule",323290,1-01296
"  Rule",323291,1-01297
"  Rule",323292,1-01298
"  Rule",323293,1-01299
"  Rule",323294,1-01324
"  Rule",323295,1-01325
Product,174061,0-22923
"  SKU",212614,1-22923
"  SKU",212615,1-22924
"  SKU",212616,1-22925
"  SKU",212617,1-22926
"  SKU",212618,1-22927
"  SKU",212619,1-22928
"  SKU",212620,1-22929
"  SKU",212621,1-22930
"  SKU",212622,1-22932
"  SKU",212623,1-22933
"  SKU",212624,1-22935
"  SKU",212625,1-22936
"  SKU",212626,1-22937
"  Rule",323296,1-22923
"  Rule",323297,1-22924
"  Rule",323298,1-22925
"  Rule",323299,1-22926
"  Rule",323300,1-22927
"  Rule",323301,1-22928
"  Rule",323302,1-22929
"  Rule",323303,1-22930
"  Rule",323304,1-22932
"  Rule",323305,1-22933
"  Rule",323306,1-22935
"  Rule",323307,1-22936
"  Rule",323308,1-22937
Product,174062,0-15089
"  SKU",212627,1-15089
"  SKU",212628,1-15090
"  SKU",212629,1-15091
"  Rule",323309,1-15089
"  Rule",323310,1-15090
"  Rule",323311,1-15091
Product,174063,0-29965
"  SKU",212630,1-29965
"  SKU",212631,1-29985
"  SKU",212632,1-29986
"  SKU",212633,1-29987
"  SKU",212634,1-29988
"  SKU",212635,1-29989
"  SKU",212636,1-29990
"  SKU",212637,1-29991
"  SKU",212638,1-29992
"  SKU",212639,1-30013
"  SKU",212640,1-30014
"  SKU",212641,1-30023
"  Rule",323312,1-29965
"  Rule",323313,1-29985
"  Rule",323314,1-29986
"  Rule",323315,1-29987
"  Rule",323316,1-29988
"  Rule",323317,1-29989
"  Rule",323318,1-29990
"  Rule",323319,1-29991
"  Rule",323320,1-29992
"  Rule",323321,1-30013
"  Rule",323322,1-30014
"  Rule",323323,1-30023
Product,174064,0-07385
"  SKU",212642,1-07385
"  SKU",212643,1-07386
"  SKU",212644,1-07387
"  SKU",212645,1-07388
"  SKU",212646,1-07389
"  SKU",212647,1-07390
"  SKU",212648,1-07477
"  SKU",212649,1-07478
"  SKU",212650,1-07479
"  SKU",212651,1-07480
"  SKU",212652,1-07481
"  SKU",212653,1-07482
"  SKU",212654,1-07483
"  SKU",212655,1-07484
"  SKU",212656,1-07485
"  SKU",212657,1-22938
"  SKU",212658,1-22948
"  Rule",323328,1-07389
"  Rule",323329,1-07390
"  Rule",323330,1-07477
"  Rule",323331,1-07478
"  Rule",323332,1-07479
"  Rule",323333,1-07480
"  Rule",323334,1-07481
"  Rule",323335,1-07482
"  Rule",323336,1-07483
"  Rule",323337,1-07484
"  Rule",323338,1-07485
"  Rule",323339,1-22938
"  Rule",323340,1-22948
"  Rule",323324,1-07385
"  Rule",323325,1-07386
"  Rule",323326,1-07387
"  Rule",323327,1-07388
Product,174065,0-07375
"  SKU",212659,1-07375
"  SKU",212660,1-07376
"  SKU",212661,1-07377
"  SKU",212662,1-07382
"  SKU",212663,1-07383
"  SKU",212664,1-07384
"  SKU",212665,1-07391
"  SKU",212666,1-07392
"  SKU",212667,1-07393
"  SKU",212668,1-07394
"  SKU",212669,1-07395
"  Rule",323341,1-07375
"  Rule",323342,1-07376
"  Rule",323343,1-07377
"  Rule",323344,1-07382
"  Rule",323345,1-07383
"  Rule",323346,1-07384
"  Rule",323347,1-07391
"  Rule",323348,1-07392
"  Rule",323349,1-07393
"  Rule",323350,1-07394
"  Rule",323351,1-07395
Product,174066,0-22940
"  SKU",212670,1-22940
"  SKU",212671,1-22942
"  SKU",212672,1-22943
"  SKU",212673,1-22944
"  SKU",212674,1-22945
"  SKU",212675,1-22947
"  Rule",323352,1-22940
"  Rule",323353,1-22942
"  Rule",323354,1-22943
"  Rule",323355,1-22944
"  Rule",323356,1-22945
"  Rule",323357,1-22947
Product,174067,0-07399
"  SKU",212676,1-07399
"  SKU",212677,1-07400
"  SKU",212678,1-07401
"  SKU",212679,1-07402
"  SKU",212680,1-07403
"  SKU",212681,1-07404
"  SKU",212682,1-07405
"  SKU",212683,1-07406
"  SKU",212684,1-07407
"  SKU",212685,1-22903
"  SKU",212686,1-22904
"  SKU",212687,1-22905
"  Rule",323358,1-07399
"  Rule",323359,1-07400
"  Rule",323360,1-07401
"  Rule",323361,1-07402
"  Rule",323362,1-07403
"  Rule",323363,1-07404
"  Rule",323364,1-07405
"  Rule",323365,1-07406
"  Rule",323366,1-07407
"  Rule",323367,1-22903
"  Rule",323368,1-22904
"  Rule",323369,1-22905
Product,174068,0-22895
"  SKU",212688,1-22895
"  SKU",212689,1-22896
"  SKU",212690,1-22897
"  SKU",212691,1-22898
"  SKU",212692,1-22899
"  SKU",212693,1-22900
"  SKU",212694,1-22901
"  SKU",212695,1-22902
"  Rule",323370,1-22895
"  Rule",323371,1-22896
"  Rule",323372,1-22897
"  Rule",323373,1-22898
"  Rule",323374,1-22899
"  Rule",323375,1-22900
"  Rule",323376,1-22901
"  Rule",323377,1-22902
Product,174069,0-06500
"  SKU",212696,1-06500
"  SKU",212697,1-06501
"  SKU",212698,1-06502
"  SKU",212699,1-06503
"  SKU",212700,1-06504
"  SKU",212701,1-06510
"  SKU",212702,1-06511
"  SKU",212703,1-06512
"  Rule",323378,1-06500
"  Rule",323379,1-06501
"  Rule",323380,1-06502
"  Rule",323381,1-06503
"  Rule",323382,1-06504
"  Rule",323383,1-06510
"  Rule",323384,1-06511
"  Rule",323385,1-06512
Product,174070,0-23768
"  SKU",212704,1-23768
"  SKU",212705,1-23769
"  SKU",212706,1-23770
"  Rule",323386,1-23768
"  Rule",323387,1-23769
"  Rule",323388,1-23770
Product,174071,0-47694
"  SKU",212707,1-47694
"  SKU",212708,1-47695
"  SKU",212709,1-47696
"  SKU",212710,1-47697
"  SKU",212711,1-47698
"  Rule",323389,1-47694
"  Rule",323390,1-47695
"  Rule",323391,1-47696
"  Rule",323392,1-47697
"  Rule",323393,1-47698
Product,174072,0-47690
"  SKU",212712,1-47690
"  SKU",212713,1-47691
"  SKU",212714,1-47692
"  SKU",212715,1-47693
"  Rule",323394,1-47690
"  Rule",323395,1-47691
"  Rule",323396,1-47692
"  Rule",323397,1-47693
Product,174073,0-25232
"  SKU",212716,1-25232
"  SKU",212717,1-25233
"  SKU",212718,1-25234
"  SKU",212719,1-25235
"  SKU",212720,1-25236
"  SKU",212721,1-25237
"  Rule",323398,1-25232
"  Rule",323399,1-25233
"  Rule",323400,1-25234
"  Rule",323401,1-25235
"  Rule",323402,1-25236
"  Rule",323403,1-25237
Product,174074,0-13980
"  SKU",212722,1-13980
"  SKU",212723,1-13988
"  Rule",323404,1-13980
"  Rule",323405,1-13988
Product,174075,2-02476
Product,174076,0-01159
"  SKU",212724,1-01159
"  SKU",212725,1-01160
"  Rule",323406,1-01159
"  Rule",323407,1-01160
Product,174077,0-28479
"  SKU",212726,1-28479
"  SKU",212727,1-28491
"  SKU",212728,1-28679
"  SKU",212729,1-28680
"  SKU",212730,1-28686
"  SKU",212731,1-28687
"  SKU",212732,1-28714
"  SKU",212733,1-28718
"  SKU",212734,1-28719
"  SKU",212735,1-28720
"  SKU",212736,1-28721
"  SKU",212737,1-28722
"  Rule",323408,1-28479
"  Rule",323409,1-28491
"  Rule",323410,1-28679
"  Rule",323411,1-28680
"  Rule",323412,1-28686
"  Rule",323413,1-28687
"  Rule",323414,1-28714
"  Rule",323415,1-28718
"  Rule",323416,1-28719
"  Rule",323417,1-28720
"  Rule",323418,1-28721
"  Rule",323419,1-28722
Product,174078,0-10484
"  SKU",212738,1-10484
"  SKU",212739,1-10485
"  SKU",212740,1-10486
"  SKU",212741,1-13613
"  Rule",323420,1-10484
"  Rule",323421,1-10485
"  Rule",323422,1-10486
"  Rule",323423,1-13613
Product,174079,0-22440
"  SKU",212742,1-22440
"  SKU",212743,1-22441
"  SKU",212744,1-22442
"  SKU",212745,1-22443
"  Rule",323424,1-22440
"  Rule",323425,1-22441
"  Rule",323426,1-22442
"  Rule",323427,1-22443
Product,174080,2-04103
Product,174081,2-30525
Product,174082,0-54357
"  SKU",212746,1-54357
"  SKU",212747,1-54358
"  SKU",212748,1-54359
"  Rule",323428,1-54357
"  Rule",323429,1-54358
"  Rule",323430,1-54359
Product,174083,2-43482
Product,174084,0-12027
"  SKU",212749,1-12027
"  SKU",212750,1-12028
"  SKU",212751,1-12029
"  SKU",212752,1-12030
"  SKU",212753,1-12031
"  SKU",212754,1-12032
"  Rule",323431,1-12027
"  Rule",323432,1-12028
"  Rule",323433,1-12029
"  Rule",323434,1-12030
"  Rule",323435,1-12031
"  Rule",323436,1-12032
Product,174085,0-51441
"  SKU",212755,1-51441
"  SKU",212756,1-51443
"  SKU",212757,1-51457
"  SKU",212758,1-51458
"  SKU",212759,1-51460
"  Rule",323437,1-51441
"  Rule",323438,1-51443
"  Rule",323439,1-51457
"  Rule",323440,1-51458
"  Rule",323441,1-51460
Product,174086,0-16093
"  SKU",212760,1-16093
"  SKU",212761,1-16094
"  SKU",212762,1-16095
"  SKU",212763,1-16096
"  SKU",212764,1-16097
"  Rule",323442,1-16093
"  Rule",323443,1-16094
"  Rule",323444,1-16095
"  Rule",323445,1-16096
"  Rule",323446,1-16097
Product,174087,0-18028
"  SKU",212765,1-18028
"  SKU",212766,1-18030
"  Rule",323447,1-18028
"  Rule",323448,1-18030
Product,174088,0-49151
"  SKU",212767,1-49151
"  SKU",212768,1-49152
"  SKU",212769,1-49154
"  SKU",212770,1-52035
"  SKU",212771,1-52043
"  SKU",212772,1-52045
"  SKU",212773,1-52047
"  SKU",212774,1-52048
"  SKU",212775,1-52049
"  SKU",212776,1-52050
"  Rule",323449,1-49151
"  Rule",323450,1-49152
"  Rule",323451,1-49154
"  Rule",323452,1-52035
"  Rule",323453,1-52043
"  Rule",323454,1-52045
"  Rule",323455,1-52047
"  Rule",323456,1-52048
"  Rule",323457,1-52049
"  Rule",323458,1-52050
Product,174089,0-13439
"  SKU",212777,1-13439
"  SKU",212778,1-13440
"  SKU",212779,1-13441
"  SKU",212780,1-13442
"  Rule",323459,1-13439
"  Rule",323460,1-13440
"  Rule",323461,1-13441
"  Rule",323462,1-13442
Product,174090,0-21958
"  SKU",212781,1-21958
"  SKU",212782,1-21959
"  SKU",212783,1-21960
"  SKU",212784,1-21961
"  SKU",212785,1-21962
"  Rule",323463,1-21958
"  Rule",323464,1-21959
"  Rule",323465,1-21960
"  Rule",323466,1-21961
"  Rule",323467,1-21962
Product,174091,0-55559
"  SKU",212786,1-55559
"  SKU",212787,1-55560
"  SKU",212788,1-55561
"  SKU",212789,1-55562
"  Rule",323468,1-55559
"  Rule",323469,1-55560
"  Rule",323470,1-55561
"  Rule",323471,1-55562
Product,174092,0-51652
"  SKU",212790,1-51652
"  SKU",212791,1-51653
"  SKU",212792,1-51654
"  SKU",212793,1-51657
"  Rule",323472,1-51652
"  Rule",323473,1-51653
"  Rule",323474,1-51654
"  Rule",323475,1-51657
Product,174093,0-51593
"  SKU",212794,1-51593
"  SKU",212795,1-51594
"  SKU",212796,1-51595
"  SKU",212797,1-51596
"  SKU",212798,1-51597
"  Rule",323476,1-51593
"  Rule",323477,1-51594
"  Rule",323478,1-51595
"  Rule",323479,1-51596
"  Rule",323480,1-51597
Product,174094,0-51589
"  SKU",212799,1-51589
"  SKU",212800,1-51590
"  SKU",212801,1-51591
"  SKU",212802,1-51592
"  SKU",212803,1-53300
"  SKU",212804,1-53301
"  SKU",212805,1-53302
"  SKU",212806,1-53303
"  SKU",212807,1-53304
"  Rule",323481,1-51589
"  Rule",323482,1-51590
"  Rule",323483,1-51591
"  Rule",323484,1-51592
"  Rule",323485,1-53300
"  Rule",323486,1-53301
"  Rule",323487,1-53302
"  Rule",323488,1-53303
"  Rule",323489,1-53304
Product,174095,0-12022
"  SKU",212808,1-12022
"  SKU",212809,1-12023
"  SKU",212810,1-12024
"  SKU",212811,1-12025
"  SKU",212812,1-12026
"  Rule",323490,1-12022
"  Rule",323491,1-12023
"  Rule",323492,1-12024
"  Rule",323493,1-12025
"  Rule",323494,1-12026
Product,174096,0-30230
"  SKU",212813,1-30230
"  SKU",212814,1-30231
"  SKU",212815,1-30232
"  SKU",212816,1-30233
"  SKU",212817,1-30234
"  SKU",212818,1-30235
"  SKU",212819,1-30236
"  SKU",212820,1-30237
"  SKU",212821,1-30238
"  SKU",212822,1-30239
"  Rule",323495,1-30230
"  Rule",323496,1-30231
"  Rule",323497,1-30232
"  Rule",323498,1-30233
"  Rule",323499,1-30234
"  Rule",323500,1-30235
"  Rule",323501,1-30236
"  Rule",323502,1-30237
"  Rule",323503,1-30238
"  Rule",323504,1-30239
Product,174097,0-51279
"  SKU",212823,1-51279
"  SKU",212824,1-51302
"  SKU",212825,1-51336
"  SKU",212826,1-51340
"  SKU",212827,1-53305
"  SKU",212828,1-53306
"  SKU",212829,1-53307
"  SKU",212830,1-53308
"  SKU",212831,1-53309
"  Rule",323505,1-51279
"  Rule",323506,1-51302
"  Rule",323507,1-51336
"  Rule",323508,1-51340
"  Rule",323509,1-53305
"  Rule",323510,1-53306
"  Rule",323511,1-53307
"  Rule",323512,1-53308
"  Rule",323513,1-53309
Product,174098,0-50494
"  SKU",212832,1-50494
"  SKU",212833,1-50495
"  SKU",212834,1-50497
"  SKU",212835,1-50499
"  Rule",323514,1-50494
"  Rule",323515,1-50495
"  Rule",323516,1-50497
"  Rule",323517,1-50499
Product,174099,2-51181
Product,174100,0-22357
"  SKU",212836,1-22357
"  SKU",212837,1-22366
"  SKU",212838,1-22367
"  Rule",323518,1-22357
"  Rule",323519,1-22366
"  Rule",323520,1-22367
Product,174101,2-22361
Product,174102,0-00536
"  SKU",212839,1-00536
"  SKU",212840,1-00537
"  SKU",212841,1-00543
"  SKU",212842,1-00544
"  Rule",323521,1-00536
"  Rule",323522,1-00537
"  Rule",323523,1-00543
"  Rule",323524,1-00544
Product,174103,2-50179
Product,174104,2-06163
Product,174105,2-15124
Product,174106,2-15123
Product,174107,0-01843
"  SKU",212843,1-01843
"  SKU",212844,1-06158
"  Rule",323525,1-01843
"  Rule",323526,1-06158
Product,174108,2-15125
Product,174109,2-01855
Product,174110,2-06159
Product,174111,2-01854
Product,174112,2-01578
Product,174113,2-15410
Product,174114,0-06165
"  SKU",212845,1-06165
"  SKU",212846,1-06168
"  Rule",323527,1-06165
"  Rule",323528,1-06168
Product,174115,0-06166
"  SKU",212847,1-06166
"  SKU",212848,1-15571
"  Rule",323529,1-06166
"  Rule",323530,1-15571
Product,174116,2-06167
Product,174117,2-15147
Product,174118,2-15156
Product,174119,2-15145
Product,174120,2-43667
Product,174121,2-43666
Product,174122,0-08335
"  SKU",212849,1-08335
"  SKU",212850,1-08336
"  SKU",212851,1-08337
"  SKU",212852,1-08338
"  SKU",212853,1-08339
"  Rule",323531,1-08335
"  Rule",323532,1-08336
"  Rule",323533,1-08337
"  Rule",323534,1-08338
"  Rule",323535,1-08339
Product,174123,2-35225
Product,174124,2-21262
Product,174125,2-10084
Product,174126,0-21260
"  SKU",212854,1-21260
"  SKU",212855,1-21261
"  Rule",323536,1-21260
"  Rule",323537,1-21261
Product,174127,0-28916
"  SKU",212856,1-28916
"  SKU",212857,1-28917
"  SKU",212858,1-28918
"  SKU",212859,1-28920
"  Rule",323538,1-28916
"  Rule",323539,1-28917
"  Rule",323540,1-28918
"  Rule",323541,1-28920
Product,174128,2-19393
Product,174129,2-15117
Product,174130,2-10081
Product,174131,2-10086
Product,174132,2-10085
Product,174133,2-12280
Product,174134,0-10082
"  SKU",212860,1-10082
"  SKU",212861,1-10083
"  Rule",323542,1-10082
"  Rule",323543,1-10083
Product,174135,2-12279
Product,174136,0-28815
"  SKU",212862,1-28815
"  SKU",212863,1-28860
"  SKU",212864,1-28861
"  SKU",212865,1-28862
"  Rule",323544,1-28815
"  Rule",323545,1-28860
"  Rule",323546,1-28861
"  Rule",323547,1-28862
Product,174137,0-28863
"  SKU",212866,1-28863
"  SKU",212867,1-28864
"  SKU",212868,1-28865
"  SKU",212869,1-28866
"  Rule",323548,1-28863
"  Rule",323549,1-28864
"  Rule",323550,1-28865
"  Rule",323551,1-28866
Product,174138,0-28548
"  SKU",212870,1-28548
"  SKU",212871,1-28802
"  SKU",212872,1-28806
"  SKU",212873,1-28813
"  Rule",323552,1-28548
"  Rule",323553,1-28802
"  Rule",323554,1-28806
"  Rule",323555,1-28813
Product,174139,0-27786
"  SKU",212874,1-27786
"  SKU",212875,1-27787
"  SKU",212876,1-27789
"  SKU",212877,1-27868
"  Rule",323556,1-27786
"  Rule",323557,1-27787
"  Rule",323558,1-27789
"  Rule",323559,1-27868
Product,174140,0-28042
"  SKU",212878,1-28042
"  SKU",212879,1-28043
"  SKU",212880,1-28044
"  SKU",212881,1-28045
"  SKU",212882,1-28046
"  SKU",212883,1-28047
"  Rule",323560,1-28042
"  Rule",323561,1-28043
"  Rule",323562,1-28044
"  Rule",323563,1-28045
"  Rule",323564,1-28046
"  Rule",323565,1-28047
Product,174141,0-28048
"  SKU",212884,1-28048
"  SKU",212885,1-28049
"  SKU",212886,1-28050
"  SKU",212887,1-28051
"  Rule",323566,1-28048
"  Rule",323567,1-28049
"  Rule",323568,1-28050
"  Rule",323569,1-28051
Product,174142,0-19396
"  SKU",212888,1-19396
"  SKU",212889,1-19397
"  Rule",323570,1-19396
"  Rule",323571,1-19397
Product,174143,0-28925
"  SKU",212890,1-28925
"  SKU",212891,1-28927
"  SKU",212892,1-28928
"  SKU",212893,1-28929
"  SKU",212894,1-28930
"  Rule",323572,1-28925
"  Rule",323573,1-28927
"  Rule",323574,1-28928
"  Rule",323575,1-28929
"  Rule",323576,1-28930
Product,174144,0-28892
"  SKU",212895,1-28892
"  SKU",212896,1-28899
"  SKU",212897,1-28900
"  SKU",212898,1-28901
"  SKU",212899,1-28908
"  Rule",323577,1-28892
"  Rule",323578,1-28899
"  Rule",323579,1-28900
"  Rule",323580,1-28901
"  Rule",323581,1-28908
Product,174145,0-28867
"  SKU",212900,1-28867
"  SKU",212901,1-28868
"  SKU",212902,1-28869
"  SKU",212903,1-28870
"  SKU",212904,1-28873
"  Rule",323584,1-28869
"  Rule",323585,1-28870
"  Rule",323586,1-28873
"  Rule",323582,1-28867
"  Rule",323583,1-28868
Product,174146,0-28874
"  SKU",212905,1-28874
"  SKU",212906,1-28875
"  SKU",212907,1-28877
"  SKU",212908,1-28882
"  SKU",212909,1-28884
"  Rule",323587,1-28874
"  Rule",323588,1-28875
"  Rule",323589,1-28877
"  Rule",323590,1-28882
"  Rule",323591,1-28884
Product,174147,0-19394
"  SKU",212910,1-19394
"  SKU",212911,1-19395
"  Rule",323592,1-19394
"  Rule",323593,1-19395
Product,174148,2-42816
Product,174149,2-05468
Product,174150,2-15129
Product,174151,2-21043
Product,174152,2-15130
Product,174153,2-06189
Product,174154,0-43425
"  SKU",212912,1-01862
"  SKU",212913,1-43425
"  SKU",212914,1-43430
"  Rule",323594,1-01862
"  Rule",323595,1-43425
"  Rule",323596,1-43430
Product,174155,2-43431
Product,174156,2-01859
Product,174157,2-06190
Product,174158,2-01866
Product,174159,0-09450
"  SKU",212915,1-09450
"  SKU",212916,1-09451
"  Rule",323597,1-09450
"  Rule",323598,1-09451
Product,174160,0-12404
"  SKU",212917,1-12404
"  SKU",212918,1-12405
"  Rule",323599,1-12404
"  Rule",323600,1-12405
Product,174161,2-20044
Product,174162,0-01263
"  SKU",212919,1-01263
"  SKU",212920,1-01264
"  Rule",323601,1-01263
"  Rule",323602,1-01264
Product,174163,0-05545
"  SKU",212921,1-05545
"  SKU",212922,1-05546
"  SKU",212923,1-05547
"  Rule",323603,1-05545
"  Rule",323604,1-05546
"  Rule",323605,1-05547
Product,174164,0-05324
"  SKU",212924,1-05324
"  SKU",212925,1-05325
"  SKU",212926,1-05326
"  Rule",323606,1-05324
"  Rule",323607,1-05325
"  Rule",323608,1-05326
Product,174165,0-11484
"  SKU",212927,1-11484
"  SKU",212928,1-11485
"  SKU",212929,1-11486
"  Rule",323609,1-11484
"  Rule",323610,1-11485
"  Rule",323611,1-11486
Product,174166,0-05682
"  SKU",212930,1-05682
"  SKU",212931,1-05685
"  Rule",323612,1-05682
"  Rule",323613,1-05685
Product,174167,0-11472
"  SKU",212932,1-11472
"  SKU",212933,1-11473
"  SKU",212934,1-11474
"  Rule",323614,1-11472
"  Rule",323615,1-11473
"  Rule",323616,1-11474
Product,174168,0-19514
"  SKU",212935,1-19514
"  SKU",212936,1-19517
"  SKU",212937,1-19518
"  Rule",323617,1-19514
"  Rule",323618,1-19517
"  Rule",323619,1-19518
Product,174169,0-06008
"  SKU",212938,1-06008
"  SKU",212939,1-06009
"  Rule",323620,1-06008
"  Rule",323621,1-06009
Product,174170,2-24412
Product,174171,0-23896
"  SKU",212940,1-23896
"  SKU",212941,1-23897
"  Rule",323622,1-23896
"  Rule",323623,1-23897
Product,174172,0-12579
"  SKU",212942,1-12579
"  SKU",212943,1-12580
"  SKU",212944,1-21991
"  SKU",212945,1-21992
"  Rule",323624,1-12579
"  Rule",323625,1-12580
"  Rule",323626,1-21991
"  Rule",323627,1-21992
Product,174173,0-21971
"  SKU",212946,1-21971
"  SKU",212947,1-22047
"  Rule",323628,1-21971
"  Rule",323629,1-22047
Product,174174,0-21989
"  SKU",212948,1-21989
"  SKU",212949,1-21990
"  Rule",323630,1-21989
"  Rule",323631,1-21990
Product,174175,2-23892
Product,174176,2-23893
Product,174177,2-42036
Product,174178,2-32963
Product,174179,2-19329
Product,174180,2-32964
Product,174181,0-15843
"  SKU",212950,1-15843
"  SKU",212951,1-15844
"  SKU",212952,1-15845
"  SKU",212953,1-15846
"  SKU",212954,1-15847
"  SKU",212955,1-15848
"  Rule",323632,1-15843
"  Rule",323633,1-15844
"  Rule",323634,1-15845
"  Rule",323635,1-15846
"  Rule",323636,1-15847
"  Rule",323637,1-15848
Product,174182,0-03083
"  SKU",212956,1-03083
"  SKU",212957,1-03084
"  SKU",212958,1-03085
"  Rule",323638,1-03083
"  Rule",323639,1-03084
"  Rule",323640,1-03085
Product,174183,0-03081
"  SKU",212959,1-03081
"  SKU",212960,1-03082
"  Rule",323641,1-03081
"  Rule",323642,1-03082
Product,174184,2-40263
Product,174185,2-06325
Product,174186,2-06358
Product,174187,0-53158
"  SKU",212961,1-53158
"  SKU",212962,1-53159
"  SKU",212963,1-53160
"  SKU",212964,1-53161
"  SKU",212965,1-53162
"  SKU",212966,1-53163
"  SKU",212967,1-53164
"  SKU",212968,1-53207
"  Rule",323643,1-53158
"  Rule",323644,1-53159
"  Rule",323645,1-53160
"  Rule",323646,1-53161
"  Rule",323647,1-53162
"  Rule",323648,1-53163
"  Rule",323649,1-53164
"  Rule",323650,1-53207
Product,174188,0-22747
"  SKU",212969,1-22747
"  SKU",212970,1-22748
"  SKU",212971,1-22749
"  SKU",212972,1-22750
"  SKU",212973,1-22751
"  SKU",212974,1-31144
"  SKU",212975,1-31145
"  SKU",212976,1-31146
"  SKU",212977,1-31147
"  SKU",212978,1-31148
"  SKU",212979,1-31149
"  SKU",212980,1-31150
"  SKU",212981,1-31151
"  Rule",323651,1-22747
"  Rule",323652,1-22748
"  Rule",323653,1-22749
"  Rule",323654,1-22750
"  Rule",323655,1-22751
"  Rule",323656,1-31144
"  Rule",323657,1-31145
"  Rule",323658,1-31146
"  Rule",323659,1-31147
"  Rule",323660,1-31148
"  Rule",323661,1-31149
"  Rule",323662,1-31150
"  Rule",323663,1-31151
Product,174189,0-10444
"  SKU",212982,1-10444
"  SKU",212983,1-10445
"  SKU",212984,1-10465
"  SKU",212985,1-16636
"  SKU",212986,1-16639
"  Rule",323664,1-10444
"  Rule",323665,1-10445
"  Rule",323666,1-10465
"  Rule",323667,1-16636
"  Rule",323668,1-16639
Product,174190,0-10446
"  SKU",212987,1-10446
"  SKU",212988,1-10447
"  SKU",212989,1-16637
"  SKU",212990,1-16640
"  Rule",323669,1-10446
"  Rule",323670,1-10447
"  Rule",323671,1-16637
"  Rule",323672,1-16640
Product,174191,0-40949
"  SKU",212991,1-40949
"  SKU",212992,1-40951
"  Rule",323673,1-40949
"  Rule",323674,1-40951
Product,174192,0-10404
"  SKU",212993,1-10404
"  SKU",212994,1-10405
"  SKU",212995,1-10464
"  Rule",323675,1-10404
"  Rule",323676,1-10405
"  Rule",323677,1-10464
Product,174193,0-14252
"  SKU",212996,1-14252
"  SKU",212997,1-14253
"  Rule",323678,1-14252
"  Rule",323679,1-14253
Product,174194,2-41074
Product,174195,0-10406
"  SKU",212998,1-10406
"  SKU",212999,1-10407
"  Rule",323680,1-10406
"  Rule",323681,1-10407
Product,174196,0-14254
"  SKU",213000,1-14254
"  SKU",213001,1-14256
"  Rule",323682,1-14254
"  Rule",323683,1-14256
Product,174197,0-19176
"  SKU",213002,1-19176
"  SKU",213003,1-19177
"  SKU",213004,1-19178
"  Rule",323684,1-19176
"  Rule",323685,1-19177
"  Rule",323686,1-19178
Product,174198,0-30775
"  SKU",213005,1-30775
"  SKU",213006,1-30776
"  Rule",323687,1-30775
"  Rule",323688,1-30776
Product,174199,0-14327
"  SKU",213007,1-14327
"  SKU",213008,1-14328
"  SKU",213009,1-14329
"  Rule",323689,1-14327
"  Rule",323690,1-14328
"  Rule",323691,1-14329
Product,174200,0-24085
"  SKU",213010,1-24085
"  SKU",213011,1-24086
"  SKU",213012,1-24087
"  SKU",213013,1-24088
"  Rule",323692,1-24085
"  Rule",323693,1-24086
"  Rule",323694,1-24087
"  Rule",323695,1-24088
Product,174201,0-01516
"  SKU",213014,1-01516
"  SKU",213015,1-01601
"  SKU",213016,1-01634
"  SKU",213017,1-01649
"  SKU",213018,1-01650
"  Rule",323696,1-01516
"  Rule",323697,1-01601
"  Rule",323698,1-01634
"  Rule",323699,1-01649
"  Rule",323700,1-01650
Product,174202,2-40904
Product,174203,2-40887
Product,174204,2-35549
Product,174205,0-20694
"  SKU",213019,1-20694
"  SKU",213020,1-20695
"  SKU",213021,1-20696
"  Rule",323701,1-20694
"  Rule",323702,1-20695
"  Rule",323703,1-20696
Product,174206,0-03136
"  SKU",213022,1-03136
"  SKU",213023,1-03137
"  SKU",213024,1-03138
"  SKU",213025,1-03139
"  Rule",323704,1-03136
"  Rule",323705,1-03137
"  Rule",323706,1-03138
"  Rule",323707,1-03139
Product,174207,0-20690
"  SKU",213026,1-20690
"  SKU",213027,1-20691
"  SKU",213028,1-20692
"  SKU",213029,1-20693
"  Rule",323708,1-20690
"  Rule",323709,1-20691
"  Rule",323710,1-20692
"  Rule",323711,1-20693
Product,174208,0-03132
"  SKU",213030,1-03132
"  SKU",213031,1-03133
"  SKU",213032,1-03134
"  SKU",213033,1-03135
"  Rule",323712,1-03132
"  Rule",323713,1-03133
"  Rule",323714,1-03134
"  Rule",323715,1-03135
Product,174209,0-20688
"  SKU",213034,1-20688
"  SKU",213035,1-20689
"  Rule",323716,1-20688
"  Rule",323717,1-20689
Product,174210,0-03129
"  SKU",213036,1-03129
"  SKU",213037,1-03130
"  SKU",213038,1-03131
"  Rule",323718,1-03129
"  Rule",323719,1-03130
"  Rule",323720,1-03131
Product,174211,0-20667
"  SKU",213039,1-20667
"  SKU",213040,1-20668
"  SKU",213041,1-20669
"  SKU",213042,1-20680
"  Rule",323721,1-20667
"  Rule",323722,1-20668
"  Rule",323723,1-20669
"  Rule",323724,1-20680
